Loading HotpotQA subset...
Llama hidden size: 2048, Qwen hidden size: 896
Epoch 1/1
  step 10/5000 | loss_llama=1.7427 | loss_qwen=8.9328 | grad_norm=117852.80
  step 3020/5000 | loss_llama=0.3541 | loss_qwen=4.7846 | grad_norm=44.64
  step 3030/5000 | loss_llama=9.5869 | loss_qwen=12.3266 | grad_norm=16578.74
  step 3040/5000 | loss_llama=0.5646 | loss_qwen=6.0594 | grad_norm=40.89
  step 3050/5000 | loss_llama=1.4311 | loss_qwen=5.2333 | grad_norm=28460.93
  step 3060/5000 | loss_llama=0.4445 | loss_qwen=5.7256 | grad_norm=37402.29
  step 3070/5000 | loss_llama=1.8394 | loss_qwen=5.3025 | grad_norm=27.87
  step 3080/5000 | loss_llama=1.0783 | loss_qwen=4.2043 | grad_norm=60233.66
  step 3090/5000 | loss_llama=1.0174 | loss_qwen=4.8905 | grad_norm=41468.07
  step 3100/5000 | loss_llama=0.8461 | loss_qwen=4.6418 | grad_norm=24234.96
  step 3110/5000 | loss_llama=0.8108 | loss_qwen=5.2954 | grad_norm=41.40
  step 3120/5000 | loss_llama=2.0752 | loss_qwen=5.8069 | grad_norm=38102.39
  step 3130/5000 | loss_llama=0.8939 | loss_qwen=4.0666 | grad_norm=20.59
  step 3140/5000 | loss_llama=1.9357 | loss_qwen=5.0164 | grad_norm=18.31
  step 3150/5000 | loss_llama=1.8081 | loss_qwen=6.0387 | grad_norm=36855.19
  step 3160/5000 | loss_llama=1.5344 | loss_qwen=4.9688 | grad_norm=23.35
  step 3170/5000 | loss_llama=0.5059 | loss_qwen=6.3189 | grad_norm=38.64
  step 3180/5000 | loss_llama=1.4596 | loss_qwen=5.1334 | grad_norm=29491.50
/Users/sujeethjinesh/opt/anaconda3/lib/python3.9/multiprocessing/resource_tracker.py:216: UserWarning: resource_tracker: There appear to be 1 leaked semaphore objects to clean up at shutdown
  warnings.warn('resource_tracker: There appear to be %d '
313
  step 4220/5000 | loss_llama=1.1245 | loss_qwen=12.4434
  step 4230/5000 | loss_llama=1.4182 | loss_qwen=11.8406
  step 4240/5000 | loss_llama=0.7448 | loss_qwen=12.5150
  step 4250/5000 | loss_llama=0.5565 | loss_qwen=12.0835
  step 4260/5000 | loss_llama=0.4716 | loss_qwen=10.9106
  step 4270/5000 | loss_llama=0.5521 | loss_qwen=11.9804
  step 4280/5000 | loss_llama=1.6006 | loss_qwen=13.5857
  step 4290/5000 | loss_llama=2.0595 | loss_qwen=12.7142
  step 4300/5000 | loss_llama=1.1057 | loss_qwen=13.1169
  step 4310/5000 | loss_llama=1.9947 | loss_qwen=13.3678
  step 4320/5000 | loss_llama=1.1706 | loss_qwen=13.1674
  step 4330/5000 | loss_llama=0.2109 | loss_qwen=12.3849
  step 4340/5000 | loss_llama=0.2511 | loss_qwen=11.1154
  step 4350/5000 | loss_llama=0.8679 | loss_qwen=12.5459
  step 4360/5000 | loss_llama=0.9403 | loss_qwen=10.9420
  step 4370/5000 | loss_llama=1.6562 | loss_qwen=10.5726
  step 4380/5000 | loss_llama=1.2326 | loss_qwen=10.1627
  step 4390/5000 | loss_llama=0.2320 | loss_qwen=6.8980
  step 4400/5000 | loss_llama=2.1027 | loss_qwen=8.0367
  step 4410/5000 | loss_llama=3.6064 | loss_qwen=8.5099
  step 4420/5000 | loss_llama=0.9400 | loss_qwen=3.3042
  step 4430/5000 | loss_llama=0.6437 | loss_qwen=3.1471
  step 4440/5000 | loss_llama=0.2599 | loss_qwen=1.8777
  step 4450/5000 | loss_llama=1.1126 | loss_qwen=2.6292
  step 4460/5000 | loss_llama=0.2285 | loss_qwen=0.7567
  step 4470/5000 | loss_llama=1.8901 | loss_qwen=2.8104
  step 4480/5000 | loss_llama=1.3954 | loss_qwen=2.3547
  step 4490/5000 | loss_llama=3.1971 | loss_qwen=5.0910
  step 4500/5000 | loss_llama=2.6657 | loss_qwen=3.9280
  step 4510/5000 | loss_llama=1.3721 | loss_qwen=2.3745
  step 4520/5000 | loss_llama=2.3151 | loss_qwen=2.6996
  step 4530/5000 | loss_llama=0.2076 | loss_qwen=0.1749
  step 4540/5000 | loss_llama=0.8039 | loss_qwen=1.2423
  step 4550/5000 | loss_llama=0.4567 | loss_qwen=1.1786
  step 4560/5000 | loss_llama=0.4813 | loss_qwen=0.7110
  step 4570/5000 | loss_llama=0.4610 | loss_qwen=1.0316
  step 4580/5000 | loss_llama=1.1334 | loss_qwen=1.8126
  step 4590/5000 | loss_llama=3.3487 | loss_qwen=4.5622
  step 4600/5000 | loss_llama=1.0123 | loss_qwen=2.0627
  step 4610/5000 | loss_llama=2.0487 | loss_qwen=3.1645
  step 4620/5000 | loss_llama=5.1814 | loss_qwen=9.3786
  step 4630/5000 | loss_llama=0.8763 | loss_qwen=8.2514
  step 4640/5000 | loss_llama=1.2474 | loss_qwen=10.5245
  step 4650/5000 | loss_llama=0.8280 | loss_qwen=11.2739
  step 4660/5000 | loss_llama=1.2696 | loss_qwen=10.9852
  step 4670/5000 | loss_llama=0.4142 | loss_qwen=10.6887
  step 4680/5000 | loss_llama=0.6481 | loss_qwen=9.7878
  step 4690/5000 | loss_llama=0.9665 | loss_qwen=7.3845
  step 4700/5000 | loss_llama=0.7612 | loss_qwen=6.6119
  step 4710/5000 | loss_llama=1.0366 | loss_qwen=5.5153
  step 4720/5000 | loss_llama=0.6736 | loss_qwen=3.6121
  step 4730/5000 | loss_llama=2.1174 | loss_qwen=3.9438
  step 4740/5000 | loss_llama=1.1326 | loss_qwen=2.7079
  step 4750/5000 | loss_llama=0.7664 | loss_qwen=1.8596
  step 4760/5000 | loss_llama=1.9960 | loss_qwen=3.1933
  step 4770/5000 | loss_llama=0.6841 | loss_qwen=1.2241
  step 4780/5000 | loss_llama=1.9749 | loss_qwen=2.3127
  step 4790/5000 | loss_llama=1.0157 | loss_qwen=1.5109
  step 4800/5000 | loss_llama=0.6035 | loss_qwen=1.9156
  step 4810/5000 | loss_llama=1.4376 | loss_qwen=1.8850
  step 4820/5000 | loss_llama=1.7058 | loss_qwen=2.7409
  step 4830/5000 | loss_llama=1.8023 | loss_qwen=3.0408
  step 4840/5000 | loss_llama=1.0914 | loss_qwen=4.9329
  step 4850/5000 | loss_llama=0.3739 | loss_qwen=9.0889
  step 4860/5000 | loss_llama=1.3491 | loss_qwen=9.6500
  step 4870/5000 | loss_llama=1.8043 | loss_qwen=9.3724
  step 4880/5000 | loss_llama=0.4765 | loss_qwen=9.7863
  step 4890/5000 | loss_llama=1.8653 | loss_qwen=10.9366
  step 4900/5000 | loss_llama=1.4036 | loss_qwen=10.5675
  step 4910/5000 | loss_llama=0.1660 | loss_qwen=9.8930
  step 4920/5000 | loss_llama=1.9196 | loss_qwen=10.1375
  step 4930/5000 | loss_llama=0.9792 | loss_qwen=7.1321
  step 4940/5000 | loss_llama=1.3464 | loss_qwen=6.7651
  step 4950/5000 | loss_llama=1.2621 | loss_qwen=6.1636
  step 4960/5000 | loss_llama=1.8071 | loss_qwen=5.4118
  step 4970/5000 | loss_llama=0.7566 | loss_qwen=3.6587
  step 4980/5000 | loss_llama=2.2052 | loss_qwen=4.2617
  step 4990/5000 | loss_llama=0.4475 | loss_qwen=1.8423
  step 5000/5000 | loss_llama=1.5065 | loss_qwen=2.5600
Saved encoder and adapters to ./ckpt_m8
